time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-10-23T22:59:36.880Z,19.1019,-104.5909,45.23,5.1,mb,,200,3.221,1.2,us,us20007ga1,2016-10-26T17:59:19.000Z,"15km S of Cihuatlan, Mexico",earthquake,8.9,10.4,0.03,369,reviewed,us,us
2016-10-23T22:47:26.000Z,60.0236,-153.0416,112.6,3.3,ml,,,,0.61,ak,ak14259867,2016-10-27T20:32:12.524Z,"54km SSW of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-10-23T20:25:26.970Z,43.9819,148.1617,29.7,5.8,mb,,119,4.017,0.88,us,us20007g96,2016-10-25T17:09:53.000Z,"117km E of Shikotan, Russia",earthquake,8.7,5.2,0.084,51,reviewed,us,us
2016-10-23T19:40:02.900Z,18.1858,-65.3109,103,2.7,Md,6,172.8,0.12396751,0.14,pr,pr16297011,2016-10-23T23:56:45.162Z,"13km S of Culebra, Puerto Rico",earthquake,3.6,1,0,6,reviewed,pr,pr
2016-10-23T19:32:46.670Z,-18.3304,-177.7067,600.2,4.3,mb,,113,4.076,1.31,us,us20007g91,2016-10-23T20:12:08.040Z,"277km NNE of Ndoi Island, Fiji",earthquake,11.8,6.4,0.064,68,reviewed,us,us
2016-10-23T19:25:57.000Z,54.605,-164.3853,4.8,2.5,ml,,,,0.56,ak,ak14259327,2016-10-27T01:15:47.463Z,"68km WSW of False Pass, Alaska",earthquake,0.7,0.2,,,reviewed,ak,ak
2016-10-23T16:52:00.000Z,58.9804,-154.04,114.4,3.1,ml,,,,0.51,ak,ak14259072,2016-10-27T20:32:15.048Z,"99km SSE of Old Iliamna, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-10-23T15:56:42.700Z,26.0732,90.2202,28.31,4.6,mb,,127,1.558,0.57,us,us20007g8h,2016-10-25T09:55:25.952Z,"9km WNW of Lakhipur, India",earthquake,9.6,6.3,0.088,38,reviewed,us,us
2016-10-23T13:55:05.000Z,60.9316,-149.4959,27.6,2.8,ml,,,,0.59,ak,ak14258819,2016-10-27T01:19:28.379Z,"38km SE of Anchorage, Alaska",earthquake,0.1,0.3,,,reviewed,ak,ak
2016-10-23T13:14:23.000Z,51.3907,-175.9571,21.6,3.9,ml,,,,0.44,ak,ak14258806,2016-10-27T01:15:43.205Z,"72km SE of Adak, Alaska",earthquake,0.6,0.3,,,reviewed,ak,ak
2016-10-23T12:49:31.000Z,51.441,-176.9247,27.8,2.8,ml,,,,0.27,ak,ak14258791,2016-10-27T01:15:41.223Z,"52km SSW of Adak, Alaska",earthquake,1.1,2.2,,,reviewed,ak,ak
2016-10-23T12:48:56.800Z,19.5314,-65.3089,67,2.7,Md,4,309.6,1.21721721,0.1,pr,pr16297009,2016-10-23T14:47:31.754Z,"134km NNE of Vieques, Puerto Rico",earthquake,3.4,8.7,0,4,reviewed,pr,pr
2016-10-23T12:42:13.000Z,51.7684,-179.0632,12.5,2.5,ml,,,,0.48,ak,ak14274694,2016-10-27T01:16:06.270Z,"56km N of Amatignak Island, Alaska",earthquake,1.2,0.4,,,reviewed,ak,ak
2016-10-23T11:20:09.000Z,61.9195,-151.7477,99.7,3.9,ml,,,,0.75,ak,ak14258528,2016-10-27T20:33:12.596Z,"92km WNW of Willow, Alaska",earthquake,0.2,0.3,,,reviewed,ak,ak
2016-10-23T10:37:30.700Z,19.8278,-66.1836,62,3.4,Md,16,255.6,1.38160891,0.3,pr,pr16297008,2016-10-23T11:37:46.069Z,"150km N of San Juan, Puerto Rico",earthquake,2.7,10.9,0,13,reviewed,pr,pr
2016-10-23T08:22:03.100Z,38.3354,42.0622,10,4.2,mwr,,92,0.216,0.99,us,us20007g6z,2016-10-23T09:09:29.040Z,"8km SSW of Bitlis, Turkey",earthquake,3.9,1.9,0.075,17,reviewed,us,us
2016-10-23T07:26:59.230Z,-2.961,147.6964,10,4.8,mb,,54,0.969,0.61,us,us20007g6t,2016-10-23T07:55:14.040Z,"114km SSE of Lorengau, Papua New Guinea",earthquake,7.3,1.9,0.083,45,reviewed,us,us
2016-10-23T06:09:17.470Z,-30.8507,-71.4902,39.77,4.6,mb,,81,0.215,0.82,us,us20007g6q,2016-10-23T06:39:52.040Z,"39km SW of Ovalle, Chile",earthquake,3.8,6,0.087,39,reviewed,us,us
2016-10-23T05:45:43.080Z,-7.5669,106.9779,35,4.5,mb,,116,3.473,0.78,us,us20007g6l,2016-10-23T06:43:05.040Z,"15km SSW of Sukadami, Indonesia",earthquake,5.4,2,0.093,34,reviewed,us,us
2016-10-23T05:21:59.400Z,18.5708,-65.6035,41,2.7,Md,4,270,0.381784,0.05,pr,pr16297005,2016-10-23T08:26:50.817Z,"24km NNE of Luquillo, Puerto Rico",earthquake,1.2,1.7,0,4,reviewed,pr,pr
2016-10-23T05:06:44.330Z,36.4364,-98.7692,6.89,2.5,mb_lg,,73,0.047,0.28,us,us20007g6g,2016-10-23T19:41:41.612Z,"31km NW of Fairview, Oklahoma",earthquake,1.5,1.6,0.136,14,reviewed,us,us
2016-10-23T05:04:24.200Z,19.1215,-66.1419,9,2.9,Md,13,259.2,0.73751685,0.37,pr,pr16297004,2016-10-23T08:25:29.574Z,"72km N of San Juan, Puerto Rico",earthquake,2.8,4.2,0,12,reviewed,pr,pr
2016-10-23T04:13:13.000Z,52.5209,-176.4831,230.8,2.7,ml,,,,0.44,ak,ak14274656,2016-10-27T01:15:58.225Z,"72km N of Adak, Alaska",earthquake,10.3,1.6,,,reviewed,ak,ak
2016-10-23T04:10:08.950Z,-55.4608,-28.2537,10,4.6,mb,,125,4.9,1.1,us,us20007g6e,2016-10-23T05:10:59.040Z,"152km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,12.1,1.9,0.116,22,reviewed,us,us
